"names","filter"
"rna.59",0
"rna.60",0
"rna.61",0
"rna.63",0
"rna.64",0
"rna.66",0
"rna.67",0
"rna.68",0
"rna.70",0
"rna.71",0
"rna.72",0
"rna.73",0
"rna.74",0
"rna.75",0
"rna.77",0
"rna.78",0
"rna.80",0
"rna.81",0
"rna.83",0
"rna.86",0
"rna.87",0
"rna.88",0
"rna.90",0
"rna.91",0
"rna.92",0
"rna.93",0
"rna.94",0
"rna.96",0
"rna.97",0
"rna.98",0
"rna.99",0
"rna.100",0
"rna.101",0
"rna.102",0
"rna.103",0
"rna.104",0
"rna.106",0
"rna.107",0
"rna.108",0
"rna.109",0
"rna.111",0
"rna.112",0
"rna.114",0
"rna.115",0
"rna.117",0
"rna.118",0
"rna.120",0
"rna.122",0
"rna.123",0
"rna.124",0
"rna.125",0
"rna.128",0
"rna.130",0
"rna.131",0
"rna.133",0
"rna.134",0
"rna.135",0
"rna.136",0
"rna.139",0
"rna.141",0
"rna.142",0
"rna.144",0
"rna.145",0
"rna.147",0
"rna.151",0
"rna.152",0
"rna.156",0
"rna.157",0
"rna.158",0
"rna.159",0
"rna.160",0
"rna.166",0
"rna.167",0
"rna.168",0
"rna.169",0
"rna.170",0
"rna.171",0
"rna.173",0
"rna.174",0
"rna.177",0
"rna.180",0
"rna.183",0
"rna.184",0
"rna.185",0
"rna.186",0
"rna.188",0
"rna.189",0
"rna.190",0
"rna.191",0
"rna.192",0
"rna.193",0
"rna.194",0
"rna.195",0
"rna.196",0
"rna.197",0
"rna.199",0
"rna.200",0
"rna.201",0
"rna.205",0
"rna.206",0
"rna.207",0
"rna.208",0
"rna.215",0
"rna.217",0
"rna.220",0
"rna.221",0
"rna.225",0
"rna.226",0
"rna.228",0
"rna.229",0
"rna.231",0
"rna.232",0
"rna.234",0
"rna.235",0
"rna.236",0
"rna.237",0
"rna.238",0
"rna.239",0
"rna.240",0
"rna.242",0
"rna.243",0
"rna.247",0
"rna.248",0
"rna.249",0
"rna.250",0
"rna.251",0
"rna.255",0
"rna.258",0
"rna.264",0
"rna.265",0
"rna.266",0
"rna.267",0
"rna.270",0
"rna.271",0
"rna.272",0
"rna.273",0
"rna.274",0
"rna.275",0
"rna.276",0
"rna.281",0
"rna.284",0
"rna.285",0
"rna.286",0
"rna.287",0
"rna.288",0
"rna.289",0
"rna.290",0
"rna.291",0
"rna.293",0
"rna.294",0
"rna.295",0
"rna.296",0
"rna.297",0
"rna.298",0
"rna.299",0
"rna.300",0
"rna.301",0
"rna.302",0
"rna.303",0
"rna.304",0
"rna.305",0
"rna.306",0
"rna.307",0
"rna.308",0
"rna.309",0
"rna.310",0
"rna.311",0
"rna.312",0
"rna.313",0
"rna.314",0
"rna.315",0
"rna.316",0
"rna.317",0
"rna.318",0
"rna.319",0
"rna.321",0
"rna.322",0
"rna.323",0
"rna.324",0
"rna.325",0
"rna.326",0
"rna.327",0
"rna.328",0
"rna.329",0
"rna.330",0
"rna.331",0
"rna.332",0
"rna.333",0
"rna.334",0
"rna.335",0
"rna.336",0
"rna.337",0
"rna.338",0
"rna.340",0
"rna.341",0
"rna.342",0
"rna.343",0
"rna.344",0
"rna.345",0
"rna.346",0
"rna.347",0
"rna.348",0
"rna.349",0
"rna.350",0
"rna.351",0
"rna.352",0
"rna.353",0
"rna.354",0
"rna.355",0
"rna.356",0
"rna.357",0
"rna.358",0
"rna.359",0
"rna.360",0
"rna.362",0
"rna.363",0
"rna.364",0
"rna.365",0
"rna.366",0
"rna.368",0
"rna.369",0
"rna.370",0
"rna.371",0
"rna.372",0
"rna.374",0
"rna.375",0
"rna.376",0
"rna.378",0
"rna.380",0
"rna.381",0
"rna.382",0
"rna.383",0
"rna.384",0
"rna.385",0
"rna.386",0
"rna.387",0
"rna.389",0
"rna.390",0
"rna.391",0
"rna.395",0
"rna.396",0
"rna.398",0
"rna.399",0
"rna.402",0
"rna.403",0
"rna.405",0
"rna.406",0
"rna.407",0
"rna.408",0
"rna.410",0
"rna.412",0
"rna.413",0
"rna.414",0
"rna.415",0
"rna.417",0
"rna.418",0
"rna.419",0
"rna.420",0
"rna.421",0
"rna.423",0
"rna.424",0
"rna.425",0
"rna.426",0
"rna.428",0
"rna.429",0
"rna.431",0
"rna.432",0
"rna.433",0
"rna.435",0
"rna.437",0
"rna.438",0
"rna.439",0
"rna.440",0
"rna.441",0
"rna.442",0
"rna.443",0
"rna.444",0
"rna.446",0
"rna.448",0
"rna.449",0
"rna.450",0
"rna.451",0
"rna.452",0
"rna.453",0
"rna.455",0
"rna.456",0
"rna.457",0
"rna.458",0
"rna.459",0
"rna.460",0
"rna.461",0
"rna.463",0
"rna.464",0
"rna.465",0
"rna.466",0
"rna.467",0
"rna.468",0
"rna.469",0
"rna.470",0
"rna.471",0
"rna.472",0
"rna.473",0
"rna.475",0
"rna.476",0
"rna.478",0
"rna.479",0
"rna.480",0
"rna.481",0
"rna.484",0
"rna.487",0
"rna.489",0
"rna.490",0
"rna.491",0
"rna.492",0
"rna.493",0
"rna.494",0
"rna.495",0
"rna.497",0
"rna.498",0
"rna.499",0
"rna.500",0
"rna.501",0
"rna.502",0
"rna.503",0
"rna.504",0
"rna.505",0
"rna.506",0
"rna.507",0
"rna.508",0
"rna.509",0
"rna.510",0
"rna.511",0
"rna.512",0
"rna.513",0
"rna.514",0
"rna.515",0
"rna.516",0
"rna.517",0
"rna.518",0
"rna.519",0
"rna.520",0
"rna.521",0
"rna.522",0
"rna.523",0
"rna.524",0
"rna.525",0
"rna.526",0
"rna.527",0
"rna.530",0
"rna.531",0
"rna.532",0
"rna.534",0
"rna.536",0
"rna.537",0
"rna.538",0
"rna.539",0
"rna.540",0
"rna.541",0
"rna.542",0
"rna.543",0
"rna.544",0
"rna.545",0
"rna.546",0
"rna.547",0
"rna.548",0
"rna.549",0
"rna.550",0
"rna.551",0
"rna.552",0
"rna.553",0
"rna.554",0
"rna.555",0
"rna.556",0
"rna.557",0
"rna.558",0
"rna.559",0
"rna.560",0
"rna.562",0
"rna.563",0
"rna.564",0
"rna.568",0
"rna.569",0
"rna.571",0
"rna.574",0
"rna.575",0
"rna.576",0
"rna.578",0
"rna.579",0
"rna.580",0
"rna.581",0
"rna.583",0
"rna.586",0
"rna.587",0
"rna.588",0
"rna.592",0
"rna.593",0
"rna.597",0
"rna.599",0
"rna.600",0
"rna.601",0
"rna.602",0
"rna.603",0
"rna.604",0
"rna.605",0
"rna.606",0
"rna.607",0
"rna.610",0
"rna.611",0
"rna.612",0
"rna.613",0
"rna.614",0
"rna.615",0
"rna.617",0
"rna.618",0
"rna.619",0
"rna.620",0
"rna.621",0
"rna.622",0
"rna.623",0
"rna.624",0
"rna.625",0
"rna.626",0
"rna.627",0
"rna.629",0
"rna.630",0
"rna.631",0
"rna.632",0
"rna.633",0
"rna.634",0
"rna.635",0
"rna.636",0
"rna.637",0
"rna.638",0
"rna.639",0
"rna.640",0
"rna.641",0
"rna.642",0
"rna.643",0
"rna.644",0
"rna.645",0
"rna.646",0
"rna.647",0
"rna.648",0
"rna.649",0
"rna.650",0
"rna.651",0
"rna.652",0
"rna.653",0
"rna.654",0
"rna.655",0
"rna.656",0
"rna.657",0
"rna.658",0
"rna.660",0
"rna.661",0
"rna.663",0
"rna.664",0
"rna.665",0
"rna.666",0
"rna.667",0
"rna.668",0
"rna.669",0
"rna.670",0
"rna.671",0
"rna.672",0
"rna.673",0
"rna.674",0
"rna.675",0
"rna.676",0
"rna.677",0
"rna.678",0
"rna.679",0
"rna.680",0
"rna.681",0
"rna.682",0
"rna.683",0
"rna.684",0
"rna.685",0
"rna.686",0
"rna.687",0
"rna.688",0
"rna.689",0
"rna.690",0
"rna.691",0
"rna.692",0
"rna.693",0
"rna.694",0
"rna.695",0
"rna.696",0
"rna.697",0
"rna.698",0
"rna.699",0
"rna.701",0
"rna.702",0
"rna.703",0
"rna.704",0
"rna.706",0
"rna.707",0
"rna.708",0
"rna.710",0
"rna.712",0
"rna.714",0
"rna.715",0
"rna.716",0
"rna.718",0
"rna.719",0
"rna.720",0
"rna.721",0
"rna.724",0
"rna.726",0
"rna.727",0
"rna.728",0
"rna.729",0
"rna.731",0
"rna.732",0
"rna.733",0
"rna.734",0
"rna.735",0
"rna.736",0
"rna.737",0
"rna.738",0
"rna.739",0
"rna.740",0
"rna.741",0
"rna.742",0
"rna.743",0
"rna.744",0
"rna.746",0
"rna.747",0
"rna.749",0
"rna.750",0
"rna.751",0
"rna.754",0
"rna.757",0
"rna.758",0
"rna.759",0
"rna.760",0
"rna.761",0
"rna.762",0
"rna.763",0
"rna.764",0
"rna.765",0
"rna.766",0
"rna.767",0
"rna.768",0
"rna.769",0
"rna.770",0
"rna.771",0
"rna.773",0
"rna.776",0
"rna.777",0
"rna.778",0
"rna.779",0
"rna.780",0
"rna.782",0
"rna.783",0
"rna.785",0
"rna.787",0
"rna.788",0
"rna.789",0
"rna.792",0
"rna.794",0
"rna.797",0
"rna.798",0
"rna.800",0
"rna.801",0
"rna.802",0
"rna.803",0
"rna.804",0
"rna.805",0
"rna.806",0
"rna.809",0
"rna.810",0
"rna.812",0
"rna.813",0
"rna.814",0
"rna.815",0
"rna.816",0
"rna.817",0
"rna.818",0
"rna.820",0
"rna.821",0
"rna.822",0
"rna.823",0
"rna.824",0
"rna.828",0
"rna.829",0
"rna.832",0
"rna.834",0
"rna.835",0
"rna.837",0
"rna.838",0
"rna.839",0
"rna.840",0
"rna.841",0
"rna.843",0
"rna.844",0
"rna.847",0
"rna.848",0
"rna.849",0
